pmutype, desID, event0, event1, , start, duration, end, layerID, desType,     srcAddr, dstAddr, trans_fmt, transpose_md, cmd_id, wait_id_tpu, dst_h_stride, dst_c_stride_low,     dst_n_stride, src_h_stride, src_c_stride_low, src_n_stride, dst_c, src_c, dst_w, dst_h, src_w, src_h, src_n
2, 567, 46, 654, 2, 1026061, 1160, 1027221, 107, TDMA Tensor Store Compression, 0x8648, 0x4297759024,         0, 0, 567, 51, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 568, 45, 655, 2, 1027222, 1308, 1028530, 107, TDMA Tensor Store Compression, 0x8704, 0x4297774272,         0, 0, 568, 51, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 569, 45, 656, 2, 1028531, 1162, 1029693, 107, TDMA Tensor Store Compression, 0x8760, 0x4297789520,         0, 0, 569, 51, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 570, 46, 656, 2, 1029694, 1321, 1031015, 107, TDMA Tensor Store Compression, 0x8816, 0x4297804768,         0, 0, 570, 51, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 571, 42, 648, 2, 1031016, 1162, 1032178, 107, TDMA Tensor Store Compression, 0x8872, 0x4297820016,         0, 0, 571, 51, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 572, 45, 653, 2, 1032179, 1333, 1033512, 107, TDMA Tensor Store Compression, 0x8928, 0x4297835264,         0, 0, 572, 51, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 573, 45, 649, 2, 1033513, 1160, 1034673, 107, TDMA Tensor Store Compression, 0x8984, 0x4297850512,         0, 0, 573, 51, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 574, 46, 651, 2, 1034674, 1330, 1036004, 107, TDMA Tensor Store Compression, 0x9040, 0x4297865760,         0, 0, 574, 51, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 575, 45, 656, 2, 1036005, 1159, 1037164, 107, TDMA Tensor Store Compression, 0x9096, 0x4297881008,         0, 0, 575, 51, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
4, 52, 0, 0, 3, 1024712, 12709, 1037421, 106, TIU PerChannel Convolution
2, 576, 45, 658, 2, 1037165, 1311, 1038476, 107, TDMA Tensor Store Compression, 0x9152, 0x4297896256,         0, 0, 576, 51, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 577, 45, 648, 2, 1038477, 1126, 1039603, 107, TDMA Tensor Store Compression, 0x9208, 0x4297911504,         0, 0, 577, 51, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 578, 46, 657, 2, 1039604, 1305, 1040909, 107, TDMA Tensor Store Compression, 0x9264, 0x4297926752,         0, 0, 578, 51, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 579, 45, 655, 2, 1040910, 1125, 1042035, 107, TDMA Tensor Store Compression, 0x9320, 0x4297942000,         0, 0, 579, 51, 56, 56, 14336, 56, 784, 6272, 256, 256, 56, 1, 56, 1, 1
2, 580, 9, 124, 2, 1042036, 368, 1042404, 108, TDMA Tensor Store Compression, 0x2320, 0x4295127904,         0, 0, 580, 52, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
2, 581, 9, 127, 2, 1042405, 365, 1042770, 108, TDMA Tensor Store Compression, 0x2376, 0x4295131728,         0, 0, 581, 52, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
2, 582, 9, 124, 2, 1042771, 476, 1043247, 108, TDMA Tensor Store Compression, 0x2432, 0x4295135552,         0, 0, 582, 52, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
2, 583, 10, 129, 2, 1043248, 364, 1043612, 108, TDMA Tensor Store Compression, 0x2488, 0x4295139376,         0, 0, 583, 52, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
2, 584, 10, 126, 2, 1043613, 371, 1043984, 108, TDMA Tensor Store Compression, 0x2544, 0x4295143200,         0, 0, 584, 52, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
2, 585, 9, 125, 2, 1043985, 365, 1044350, 108, TDMA Tensor Store Compression, 0x2600, 0x4295147024,         0, 0, 585, 52, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
2, 586, 10, 127, 2, 1044351, 371, 1044722, 108, TDMA Tensor Store Compression, 0x2656, 0x4295150848,         0, 0, 586, 52, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
2, 587, 10, 125, 2, 1044723, 366, 1045089, 108, TDMA Tensor Store Compression, 0x2712, 0x4295154672,         0, 0, 587, 52, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
2, 588, 10, 124, 2, 1045090, 371, 1045461, 108, TDMA Tensor Store Compression, 0x2768, 0x4295158496,         0, 0, 588, 52, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
2, 589, 10, 127, 2, 1045462, 367, 1045829, 108, TDMA Tensor Store Compression, 0x2824, 0x4295162320,         0, 0, 589, 52, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
2, 590, 10, 125, 2, 1045830, 370, 1046200, 108, TDMA Tensor Store Compression, 0x2880, 0x4295166144,         0, 0, 590, 52, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
2, 591, 9, 123, 2, 1046201, 362, 1046563, 108, TDMA Tensor Store Compression, 0x2936, 0x4295169968,         0, 0, 591, 52, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
2, 592, 9, 125, 2, 1046564, 372, 1046936, 108, TDMA Tensor Store Compression, 0x2992, 0x4295173792,         0, 0, 592, 52, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
2, 593, 10, 128, 2, 1046937, 366, 1047303, 108, TDMA Tensor Store Compression, 0x3048, 0x4295177616,         0, 0, 593, 52, 56, 56, 3584, 56, 784, 1568, 64, 64, 56, 1, 56, 1, 1
1, 594, 11, 142, 1, 1047304, 464, 1047768, 111, TDMA Tensor Load Compression, 0x4294967296, 0x7088,         0, 0, 594, 52, 56, 1184, 2368, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 595, 11, 131, 1, 1047769, 586, 1048355, 111, TDMA Tensor Load Compression, 0x4294971120, 0x7144,         0, 0, 595, 52, 56, 1184, 2368, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 596, 11, 133, 1, 1048356, 489, 1048845, 111, TDMA Tensor Load Compression, 0x4294974944, 0x7200,         0, 0, 596, 52, 56, 1184, 2368, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 597, 11, 135, 1, 1048846, 469, 1049315, 111, TDMA Tensor Load Compression, 0x4294978768, 0x7256,         0, 0, 597, 52, 56, 1184, 2368, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 598, 11, 131, 1, 1049316, 470, 1049786, 111, TDMA Tensor Load Compression, 0x4294982592, 0x7312,         0, 0, 598, 52, 56, 1184, 2368, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 599, 11, 129, 1, 1049787, 463, 1050250, 111, TDMA Tensor Load Compression, 0x4294986416, 0x7368,         0, 0, 599, 52, 56, 1184, 2368, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 600, 11, 126, 1, 1050251, 466, 1050717, 111, TDMA Tensor Load Compression, 0x4294990240, 0x7424,         0, 0, 600, 52, 56, 1184, 2368, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 601, 10, 128, 1, 1050718, 542, 1051260, 111, TDMA Tensor Load Compression, 0x4294994064, 0x7480,         0, 0, 601, 52, 56, 1184, 2368, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 602, 10, 127, 1, 1051261, 468, 1051729, 111, TDMA Tensor Load Compression, 0x4294997888, 0x7536,         0, 0, 602, 52, 56, 1184, 2368, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 603, 10, 128, 1, 1051730, 461, 1052191, 111, TDMA Tensor Load Compression, 0x4295001712, 0x7592,         0, 0, 603, 52, 56, 1184, 2368, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 604, 10, 125, 1, 1052192, 469, 1052661, 111, TDMA Tensor Load Compression, 0x4295005536, 0x7648,         0, 0, 604, 52, 56, 1184, 2368, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 605, 9, 125, 1, 1052662, 493, 1053155, 111, TDMA Tensor Load Compression, 0x4295009360, 0x7704,         0, 0, 605, 52, 56, 1184, 2368, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 606, 10, 126, 1, 1053156, 589, 1053745, 111, TDMA Tensor Load Compression, 0x4295013184, 0x7760,         0, 0, 606, 52, 56, 1184, 2368, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 607, 10, 128, 1, 1053746, 464, 1054210, 111, TDMA Tensor Load Compression, 0x4295017008, 0x7816,         0, 0, 607, 52, 56, 1184, 2368, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 608, 10, 129, 1, 1054211, 456, 1054667, 111, TDMA Tensor Load Compression, 0x4295020832, 0x7872,         0, 0, 608, 52, 56, 1184, 2368, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 609, 10, 128, 1, 1054668, 459, 1055127, 111, TDMA Tensor Load Compression, 0x4295024656, 0x7928,         0, 0, 609, 52, 56, 1184, 2368, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 610, 10, 128, 1, 1055128, 467, 1055595, 111, TDMA Tensor Load Compression, 0x4295028480, 0x7984,         0, 0, 610, 52, 56, 1184, 2368, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 611, 11, 131, 1, 1055596, 635, 1056231, 111, TDMA Tensor Load Compression, 0x4295032304, 0x8040,         0, 0, 611, 52, 56, 1184, 2368, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 612, 11, 131, 1, 1056232, 464, 1056696, 111, TDMA Tensor Load Compression, 0x4295036128, 0x8096,         0, 0, 612, 52, 56, 1184, 2368, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 613, 10, 130, 1, 1056697, 465, 1057162, 111, TDMA Tensor Load Compression, 0x4295039952, 0x8152,         0, 0, 613, 52, 56, 1184, 2368, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 614, 11, 128, 1, 1057163, 495, 1057658, 111, TDMA Tensor Load Compression, 0x4295043776, 0x8208,         0, 0, 614, 52, 56, 1184, 2368, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 615, 138, 2154, 1, 1057659, 3939, 1061598, 112, TDMA Tensor Load Compression, 0x4320562400, 0x0,         0, 0, 615, 52, 64, 576, 1152, 64, 576, 36864, 64, 64, 64, 9, 64, 9, 1
1, 616, 4, 36, 1, 1061599, 206, 1061805, 113, TDMA Tensor Load, 0x4320561824, 0x1152,         0, 0, 616, 52, 9, 9, 18, 9, 9, 576, 64, 64, 9, 1, 9, 1, 1
1, 617, 66, 1024, 1, 1061806, 1660, 1063466, 115, TDMA Tensor Load, 0x4320545440, 0x1184,         0, 0, 617, 52, 64, 64, 512, 64, 64, 16384, 256, 256, 64, 1, 64, 1, 1
1, 618, 10, 144, 1, 1063467, 654, 1064121, 116, TDMA Tensor Load, 0x4320543136, 0x1696,         0, 0, 618, 52, 9, 9, 72, 9, 9, 2304, 256, 256, 9, 1, 9, 1, 1
4, 53, 0, 0, 3, 1061809, 40527, 1102336, 114, TIU PerChannel Convolution
1, 619, 47, 688, 1, 1102338, 1882, 1104220, 118, TDMA Tensor Load Compression, 0x4297103360, 0x7088,         0, 0, 619, 53, 56, 1120, 8960, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 620, 47, 681, 1, 1104221, 1284, 1105505, 118, TDMA Tensor Load Compression, 0x4297118608, 0x7144,         0, 0, 620, 53, 56, 1120, 8960, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 621, 47, 682, 1, 1105506, 1440, 1106946, 118, TDMA Tensor Load Compression, 0x4297133856, 0x7200,         0, 0, 621, 53, 56, 1120, 8960, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 622, 45, 684, 1, 1106947, 1373, 1108320, 118, TDMA Tensor Load Compression, 0x4297149104, 0x7256,         0, 0, 622, 53, 56, 1120, 8960, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 623, 46, 680, 1, 1108321, 1287, 1109608, 118, TDMA Tensor Load Compression, 0x4297164352, 0x7312,         0, 0, 623, 53, 56, 1120, 8960, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 624, 47, 682, 1, 1109609, 1381, 1110990, 118, TDMA Tensor Load Compression, 0x4297179600, 0x7368,         0, 0, 624, 53, 56, 1120, 8960, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 625, 46, 680, 1, 1110991, 1296, 1112287, 118, TDMA Tensor Load Compression, 0x4297194848, 0x7424,         0, 0, 625, 53, 56, 1120, 8960, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 626, 45, 681, 1, 1112288, 1404, 1113692, 118, TDMA Tensor Load Compression, 0x4297210096, 0x7480,         0, 0, 626, 53, 56, 1120, 8960, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 627, 46, 677, 1, 1113693, 1278, 1114971, 118, TDMA Tensor Load Compression, 0x4297225344, 0x7536,         0, 0, 627, 53, 56, 1120, 8960, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 628, 46, 671, 1, 1114972, 1391, 1116363, 118, TDMA Tensor Load Compression, 0x4297240592, 0x7592,         0, 0, 628, 53, 56, 1120, 8960, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 629, 46, 669, 1, 1116364, 1327, 1117691, 118, TDMA Tensor Load Compression, 0x4297255840, 0x7648,         0, 0, 629, 53, 56, 1120, 8960, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 630, 45, 676, 1, 1117692, 1463, 1119155, 118, TDMA Tensor Load Compression, 0x4297271088, 0x7704,         0, 0, 630, 53, 56, 1120, 8960, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 631, 47, 678, 1, 1119156, 1270, 1120426, 118, TDMA Tensor Load Compression, 0x4297286336, 0x7760,         0, 0, 631, 53, 56, 1120, 8960, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
4, 54, 0, 0, 3, 1102337, 18547, 1120884, 117, TIU PerChannel Convolution
1, 632, 46, 674, 1, 1120427, 1471, 1121898, 118, TDMA Tensor Load Compression, 0x4297301584, 0x7816,         0, 0, 632, 53, 56, 1120, 8960, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 633, 46, 673, 1, 1121899, 1285, 1123184, 118, TDMA Tensor Load Compression, 0x4297316832, 0x7872,         0, 0, 633, 53, 56, 1120, 8960, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 634, 44, 672, 1, 1123185, 1474, 1124659, 118, TDMA Tensor Load Compression, 0x4297332080, 0x7928,         0, 0, 634, 53, 56, 1120, 8960, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 635, 47, 673, 1, 1124660, 1288, 1125948, 118, TDMA Tensor Load Compression, 0x4297347328, 0x7984,         0, 0, 635, 53, 56, 1120, 8960, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 636, 47, 675, 1, 1125949, 1430, 1127379, 118, TDMA Tensor Load Compression, 0x4297362576, 0x8040,         0, 0, 636, 53, 56, 1120, 8960, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 637, 47, 673, 1, 1127380, 1377, 1128757, 118, TDMA Tensor Load Compression, 0x4297377824, 0x8096,         0, 0, 637, 53, 56, 1120, 8960, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 638, 44, 667, 1, 1128758, 1270, 1130028, 118, TDMA Tensor Load Compression, 0x4297393072, 0x8152,         0, 0, 638, 53, 56, 1120, 8960, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
4, 55, 0, 0, 3, 1130032, 713, 1130745, 119, TIU Element-wise Mul
4, 56, 0, 0, 3, 1130746, 1480, 1132226, 119, TIU Element-wise Mac
1, 639, 471, 7462, 1, 1130029, 12058, 1142087, 120, TDMA Tensor Load Compression, 0x4320412064, 0x1776,         0, 0, 639, 54, 256, 256, 4096, 256, 256, 131072, 512, 512, 256, 1, 256, 1, 1
1, 640, 20, 288, 1, 1142088, 897, 1142985, 121, TDMA Tensor Load, 0x4320407456, 0x5872,         0, 0, 640, 54, 9, 9, 144, 9, 9, 4608, 512, 512, 9, 1, 9, 1, 1
1, 641, 122, 1877, 1, 1142986, 3065, 1146051, 123, TDMA Tensor Load Compression, 0x4320374688, 0x6016,         0, 0, 641, 56, 256, 256, 1024, 256, 256, 32768, 128, 128, 256, 1, 256, 1, 1
1, 642, 6, 72, 1, 1146052, 303, 1146355, 124, TDMA Tensor Load, 0x4320373536, 0x7040,         0, 0, 642, 56, 9, 9, 36, 9, 9, 1152, 128, 128, 9, 1, 9, 1, 1
4, 57, 0, 0, 3, 1142989, 37219, 1180208, 122, TIU PerChannel Convolution
2, 643, 47, 693, 2, 1180210, 1646, 1181856, 126, TDMA Tensor Store Compression, 0x7088, 0x4295181440,         0, 0, 643, 57, 28, 28, 14336, 28, 288, 4608, 512, 512, 28, 1, 28, 1, 1
2, 644, 47, 690, 2, 1181857, 1698, 1183555, 126, TDMA Tensor Store Compression, 0x7116, 0x4295196688,         0, 0, 644, 57, 28, 28, 14336, 28, 288, 4608, 512, 512, 28, 1, 28, 1, 1
2, 645, 48, 683, 2, 1183556, 1711, 1185267, 126, TDMA Tensor Store Compression, 0x7144, 0x4295211936,         0, 0, 645, 57, 28, 28, 14336, 28, 288, 4608, 512, 512, 28, 1, 28, 1, 1
2, 646, 47, 680, 2, 1185268, 1166, 1186434, 126, TDMA Tensor Store Compression, 0x7172, 0x4295227184,         0, 0, 646, 57, 28, 28, 14336, 28, 288, 4608, 512, 512, 28, 1, 28, 1, 1
2, 647, 46, 677, 2, 1186435, 1290, 1187725, 126, TDMA Tensor Store Compression, 0x7200, 0x4295242432,         0, 0, 647, 57, 28, 28, 14336, 28, 288, 4608, 512, 512, 28, 1, 28, 1, 1
2, 648, 47, 669, 2, 1187726, 1708, 1189434, 126, TDMA Tensor Store Compression, 0x7228, 0x4295257680,         0, 0, 648, 57, 28, 28, 14336, 28, 288, 4608, 512, 512, 28, 1, 28, 1, 1
4, 58, 0, 0, 3, 1180209, 9355, 1189564, 125, TIU PerChannel Convolution
2, 649, 46, 665, 2, 1189435, 1654, 1191089, 126, TDMA Tensor Store Compression, 0x7256, 0x4295272928,         0, 0, 649, 57, 28, 28, 14336, 28, 288, 4608, 512, 512, 28, 1, 28, 1, 1
2, 650, 44, 677, 2, 1191090, 1279, 1192369, 126, TDMA Tensor Store Compression, 0x7284, 0x4295288176,         0, 0, 650, 57, 28, 28, 14336, 28, 288, 4608, 512, 512, 28, 1, 28, 1, 1
2, 651, 47, 694, 2, 1192370, 1214, 1193584, 126, TDMA Tensor Store Compression, 0x7312, 0x4295303424,         0, 0, 651, 57, 28, 28, 14336, 28, 288, 4608, 512, 512, 28, 1, 28, 1, 1
2, 652, 48, 686, 2, 1193585, 1633, 1195218, 126, TDMA Tensor Store Compression, 0x7340, 0x4295318672,         0, 0, 652, 57, 28, 28, 14336, 28, 288, 4608, 512, 512, 28, 1, 28, 1, 1
2, 653, 12, 154, 2, 1195219, 368, 1195587, 127, TDMA Tensor Store Compression, 0x11696, 0x4295608384,         0, 0, 653, 58, 28, 28, 3584, 28, 288, 1152, 128, 128, 28, 1, 28, 1, 1
2, 654, 12, 147, 2, 1195588, 488, 1196076, 127, TDMA Tensor Store Compression, 0x11724, 0x4295612208,         0, 0, 654, 58, 28, 28, 3584, 28, 288, 1152, 128, 128, 28, 1, 28, 1, 1
2, 655, 11, 148, 2, 1196077, 490, 1196567, 127, TDMA Tensor Store Compression, 0x11752, 0x4295616032,         0, 0, 655, 58, 28, 28, 3584, 28, 288, 1152, 128, 128, 28, 1, 28, 1, 1
2, 656, 11, 150, 2, 1196568, 413, 1196981, 127, TDMA Tensor Store Compression, 0x11780, 0x4295619856,         0, 0, 656, 58, 28, 28, 3584, 28, 288, 1152, 128, 128, 28, 1, 28, 1, 1
2, 657, 11, 151, 2, 1196982, 370, 1197352, 127, TDMA Tensor Store Compression, 0x11808, 0x4295623680,         0, 0, 657, 58, 28, 28, 3584, 28, 288, 1152, 128, 128, 28, 1, 28, 1, 1
2, 658, 11, 148, 2, 1197353, 487, 1197840, 127, TDMA Tensor Store Compression, 0x11836, 0x4295627504,         0, 0, 658, 58, 28, 28, 3584, 28, 288, 1152, 128, 128, 28, 1, 28, 1, 1
2, 659, 11, 147, 2, 1197841, 499, 1198340, 127, TDMA Tensor Store Compression, 0x11864, 0x4295631328,         0, 0, 659, 58, 28, 28, 3584, 28, 288, 1152, 128, 128, 28, 1, 28, 1, 1
2, 660, 11, 145, 2, 1198341, 363, 1198704, 127, TDMA Tensor Store Compression, 0x11892, 0x4295635152,         0, 0, 660, 58, 28, 28, 3584, 28, 288, 1152, 128, 128, 28, 1, 28, 1, 1
2, 661, 12, 145, 2, 1198705, 373, 1199078, 127, TDMA Tensor Store Compression, 0x11920, 0x4295638976,         0, 0, 661, 58, 28, 28, 3584, 28, 288, 1152, 128, 128, 28, 1, 28, 1, 1
2, 662, 12, 145, 2, 1199079, 491, 1199570, 127, TDMA Tensor Store Compression, 0x11948, 0x4295642800,         0, 0, 662, 58, 28, 28, 3584, 28, 288, 1152, 128, 128, 28, 1, 28, 1, 1
1, 663, 10, 130, 1, 1199571, 465, 1200036, 128, TDMA Tensor Load Compression, 0x4295039952, 0x7088,         0, 0, 663, 58, 56, 1232, 2464, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 664, 11, 128, 1, 1200037, 495, 1200532, 128, TDMA Tensor Load Compression, 0x4295043776, 0x7144,         0, 0, 664, 58, 56, 1232, 2464, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 665, 11, 125, 1, 1200533, 464, 1200997, 128, TDMA Tensor Load Compression, 0x4295047600, 0x7200,         0, 0, 665, 58, 56, 1232, 2464, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 666, 11, 123, 1, 1200998, 464, 1201462, 128, TDMA Tensor Load Compression, 0x4295051424, 0x7256,         0, 0, 666, 58, 56, 1232, 2464, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 667, 9, 125, 1, 1201463, 588, 1202051, 128, TDMA Tensor Load Compression, 0x4295055248, 0x7312,         0, 0, 667, 58, 56, 1232, 2464, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 668, 10, 125, 1, 1202052, 464, 1202516, 128, TDMA Tensor Load Compression, 0x4295059072, 0x7368,         0, 0, 668, 58, 56, 1232, 2464, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 669, 10, 124, 1, 1202517, 468, 1202985, 128, TDMA Tensor Load Compression, 0x4295062896, 0x7424,         0, 0, 669, 58, 56, 1232, 2464, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 670, 10, 118, 1, 1202986, 464, 1203450, 128, TDMA Tensor Load Compression, 0x4295066720, 0x7480,         0, 0, 670, 58, 56, 1232, 2464, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 671, 9, 121, 1, 1203451, 469, 1203920, 128, TDMA Tensor Load Compression, 0x4295070544, 0x7536,         0, 0, 671, 58, 56, 1232, 2464, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 672, 10, 119, 1, 1203921, 471, 1204392, 128, TDMA Tensor Load Compression, 0x4295074368, 0x7592,         0, 0, 672, 58, 56, 1232, 2464, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 673, 10, 124, 1, 1204393, 555, 1204948, 128, TDMA Tensor Load Compression, 0x4295078192, 0x7648,         0, 0, 673, 58, 56, 1232, 2464, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 674, 10, 118, 1, 1204949, 471, 1205420, 128, TDMA Tensor Load Compression, 0x4295082016, 0x7704,         0, 0, 674, 58, 56, 1232, 2464, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 675, 9, 120, 1, 1205421, 471, 1205892, 128, TDMA Tensor Load Compression, 0x4295085840, 0x7760,         0, 0, 675, 58, 56, 1232, 2464, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 676, 10, 122, 1, 1205893, 468, 1206361, 128, TDMA Tensor Load Compression, 0x4295089664, 0x7816,         0, 0, 676, 58, 56, 1232, 2464, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 677, 10, 123, 1, 1206362, 467, 1206829, 128, TDMA Tensor Load Compression, 0x4295093488, 0x7872,         0, 0, 677, 58, 56, 1232, 2464, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 678, 10, 122, 1, 1206830, 588, 1207418, 128, TDMA Tensor Load Compression, 0x4295097312, 0x7928,         0, 0, 678, 58, 56, 1232, 2464, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 679, 10, 124, 1, 1207419, 467, 1207886, 128, TDMA Tensor Load Compression, 0x4295101136, 0x7984,         0, 0, 679, 58, 56, 1232, 2464, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 680, 11, 120, 1, 1207887, 466, 1208353, 128, TDMA Tensor Load Compression, 0x4295104960, 0x8040,         0, 0, 680, 58, 56, 1232, 2464, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 681, 11, 121, 1, 1208354, 463, 1208817, 128, TDMA Tensor Load Compression, 0x4295108784, 0x8096,         0, 0, 681, 58, 56, 1232, 2464, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 682, 10, 121, 1, 1208818, 488, 1209306, 128, TDMA Tensor Load Compression, 0x4295112608, 0x8152,         0, 0, 682, 58, 56, 1232, 2464, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 683, 9, 122, 1, 1209307, 632, 1209939, 128, TDMA Tensor Load Compression, 0x4295116432, 0x8208,         0, 0, 683, 58, 56, 1232, 2464, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
1, 684, 10, 122, 1, 1209940, 465, 1210405, 128, TDMA Tensor Load Compression, 0x4295120256, 0x8264,         0, 0, 684, 58, 56, 1232, 2464, 56, 56, 3584, 64, 64, 56, 1, 56, 1, 1
4, 59, 0, 0, 3, 1210409, 40527, 1250936, 129, TIU PerChannel Convolution
1, 685, 45, 660, 1, 1250938, 1691, 1252629, 131, TDMA Tensor Load Compression, 0x4297408320, 0x7088,         0, 0, 685, 59, 56, 1120, 8960, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
1, 686, 45, 654, 1, 1252630, 1411, 1254041, 131, TDMA Tensor Load Compression, 0x4297423568, 0x7144,         0, 0, 686, 59, 56, 1120, 8960, 56, 56, 14336, 256, 256, 56, 1, 56, 1, 1
